label|text
-1|severe morning sickness trimest idea reaction stuff feel feeling sheer terror completely take nt actually rip iv arm run fleeting hall er naked wear open hospital gown drag iv pole convince doctor plot kill completely irrational nt convince nt true feel like wall close trap nt doctor nurse grab hold give shot benedryl begin feel well stuff bad d morning sickness drug m frightened effect hospital dr s office ask allergy medication immediately let know circumstance give compazine nan
-1|nausea give mg compazine iv hospital nausea immediately start panic terribly feel like go lose mind want rip iv want run go nuts shake panic hour till discharge go home get bad utter abject terror day day later have nausea panic dizziness hot flash t sit t sleep sore muscle sore throat utter panic bad night end seriously ve research day day m go day m okay advice tell subside feel free email bad thing ve live drug ban
-1|Migraine Nausea feel jittery paranoid leave er feel scared feel like crawl skin medicine
-1|migraine nausea give twice take er panic attack panic attack trigger migraine give compazine bad experience life feel like paralyzed body exhausted matter hard try fall asleep wake good friend take home carry bathroom take hour feeling away bad hour life drug terrible
-1|post surgery Joint replacement bad experience life outpatient surgery pm home pm get home lay bed leg start twitch control panicky want jump skin feeling think panic attack take vistaril xanax scared death think dying call ambulance come paramedic think panic attack drive slowly hospital surgery feel like jump skin jittery want pull iv happily shoot head escape horrible crazy feel dr s think od d drug tell didn t quit cry help send psychiatric hospital refuse treat cat scan say blood clot crazy give coumadin pace hospital room night rip iv bleed get xanax didn t help say drug dangerous home probably comitte suicide let nauseous
-1|kidney inection float fall jittery heebie jibbie severe dry mouth major fatigued tortured skin crawl heart race blood pressure high chill tense scared go e r diagnose severe kidney infection blood urine nausea vomitte early give start iv fluid zofran control throw anti inflamatory shot toradol throwing completely stop great pain give iv shot morphine compazine little benadryl feel pain medicine work min hit scared life isn t way describe start feel roller coaster get belly plane aggitated jittery skin crawl inside severe dry mouth immediately couldn t find nurse button start cale nurse couldn t hardly speak gibbersih sound like have seizure heart beat chest nurse come keep say ok sweetie promise ok begin put ekg affix sticky monitor pad think ok say hook monitor have reaction compazine time don t worry cure keep talk yes like want pull iv s didn t give shot benedryl maybe don t know drug counteract effect
-1|migraine medicine nightmare come hospital blood pressure average time migrane morphine administer intraveneously follow intravenous administration compazine medicine give delerium ataxia tremor large increase jittery energy nurse helpful whatsoever fortunately physician overhear cry help administere diphenhydramine invtravenously different medicine administer intraveneously total morphine compazine interact negative manner understanding compazine beta blocker morphine work mu opiod receptor doctor right mind use compazine treat nausea cause opiod synethetic non synthetic additionally complaint nausea post morphine administration medicine ought take market compazine market
-1|Migraine come er experience strange vision problem apparently relate migraine give compazine intravenously immediately neck feel hot fill horrible dread indescribable feeling talk hard couldn t husband let know hospital feeling similar apathy bad unbearably restless simultaneously exhaust feeling fear anxiety overwhelming terrify feeling forever absolutely bad experience life experience severe effect day dose compazine feel like week anxiety attack month small person lb give standard dose size give benadryl counteract reaction didn t notice help wish drug rating
-1|Ovarian Cyst Pain panic anxiety depression rapid heartbeat horrible experience compazine er burst ovarian cyst give morphine pain couple hour wait test result give nauseous probably preventative minute get drug start anxious take diagnostic test think maybe feel worried feeling subside get bad bad sit pace room finally nurse come tell go great know right away drug give shot drug counter benadryl t tolerate work minute start feel well horrible accept sure mention doctor
-1|nausea Vomiting tablet compazine rid nausea quickly leave unable focus extremely jittery follow rx direction take second tab hour later effect bad rage suicidal thought inability stop cry inability comfortable matter extreme jitteriness pace feeling like need skin truly think go insane wish know benadryl antidote happen allergy med incredibly horrible patient need warn possible effect take med benadryl hand
